arxiv_id,title,published,updated,categories,abstract,pdf_url
2606.19112v1,"Post-Carroll Algebra, Conformal Extensions, and Field Theories",2026-06-17T14:27:27Z,2026-06-17T14:27:27Z,hep-th; math-ph,"By incorporating leading $c\,$-dependent corrections to the Carroll transformations, we introduce the ""post-Carroll transformations"". We demonstrate that these transformations are consistent with post-Carrollian mechanics \cite{Najafizadeh:2025ksm}; furthermore, they give rise to the so-called ""post-Carroll algebra"". We show that, unlike the Carroll algebra, this new structure allows for a central charge in higher dimensions; we refer to it as the ""Carroll-Bargmann algebra"". To construct conformal extensions, we first build the conformal extension of the post-Carroll algebra and study field theories invariant under this symmetry. We then construct the conformal extension of the Carroll-Bargmann algebra, referred to as the ""Carroll-Schrödinger algebra"", and demonstrate that it precisely matches the symmetry algebra of the higher-dimensional Carroll-Schrödinger theory \cite{Najafizadeh:2024imn}. Finally, we derive the general form of two-point functions in a post-Carrollian CFT, which in $1+1$ dimensions exhibits both electric and magnetic sectors, while in higher dimensions only the magnetic sector survives.",https://arxiv.org/pdf/2606.19112v1
2606.19109v1,Locally Stable Neural ODEs with Characterized Region of Attraction,2026-06-17T14:23:41Z,2026-06-17T14:23:41Z,math.OC,"We propose a class of neural ODEs that universally approximates locally exponentially stable dynamics and the region of attraction from trajectory data. The model dynamics are constrained by the gradient field of a jointly learned maximal Lyapunov function. Under this constraint, we show that exponentially stable dynamics can be approximated arbitrarily well within the region of attraction. Furthermore, the region of attraction of the constrained model is exactly characterized by the 1-sublevel set of the jointly learned Lyapunov function, and we derive conditions under which it approximates the true region of attraction arbitrarily well. We validate the approach experimentally on nonlinear systems with nonconvex regions of attraction.",https://arxiv.org/pdf/2606.19109v1
2606.19095v1,Schur rings over cyclic groups having Almost Commutative Terwilliger algebras,2026-06-17T14:05:42Z,2026-06-17T14:05:42Z,math.CO; math.RA,"Terwilliger algebras are subalgebras of a matrix algebra constructed from an association scheme. Rie Tanaka defined what it means for a Terwilliger algebra to be almost commutative and gave five equivalent conditions in the case where the association scheme is commutative. A sixth condition for a Terwilliger algebra coming from a commutative Schur ring to be almost commutative has since been discovered. In this paper we first provide a classification of orbit Schur rings that produce an almost commutative Terwilliger algebra for a finite cyclic group. In particular, we show that the subgroup of automorphisms used to form the orbit Schur ring is either trivial, or the whole automorphism group when the cyclic group has prime power order. If the cyclic group has order $2^n$, these are the only options. If the cyclic group has order $p^n$, for an odd prime $p$, then the automorphism subgroup of order $p^{n-1}$ also works. If the group has a non-prime power order then the only orbit Schur ring that produces an almost commutative Terwilliger algebra comes from the trivial subgroup of the automorphism group. We then give a condition for when a wedge product of Schur rings produces an almost commutative Terwilliger algebra. This allows us to determine exactly when a Schur ring over a cyclic group produces an almost commutative Terwilliger algebra.",https://arxiv.org/pdf/2606.19095v1
2606.19084v1,Optimal score function estimation via derivatives constraints,2026-06-17T13:55:20Z,2026-06-17T13:55:20Z,math.ST; stat.ML,"We consider the problem of score function estimation via empirical risk minimization. We first start with the question of inferring the score function of a probability measure $μ$ with density on the flat torus from a sample of distribution $μ$. We show that constraining the hypothesis space to a Sobolev ball is sufficient to prevent overfitting and obtaining minimax estimation rates. We then consider the problem of score function estimation in the context of score-based generative modeling. Again, under a conjecture tying the score estimation rates to the quality of the output of a score-based generative model, we obtain minimax rates for such an approach using score function estimators obtained by constraining the hypothesis class to a Sobolev ball.",https://arxiv.org/pdf/2606.19084v1
2606.19082v1,Chiral Packings in Cylinders are Ultrasensitive to Confinement Deformation,2026-06-17T13:52:58Z,2026-06-17T13:52:58Z,cond-mat.soft; cond-mat.stat-mech; math-ph; physics.bio-ph,"Sphere packings in circular cylinders have attracted substantial research interest, among which the discovery of chiral helical structures is the most iconic. However, recent experimental results on zebrafish do not match the known packing structures in circular cylinders. To account for the inherent imperfections of biological tubes, we take elliptic cylinders as the canonical deformation of circular cylinders and investigate the densest packings of hard spheres in them using simulation, theory, and experiments. Starting from the chiral structures in circular cylinders, we demonstrate that even a weak cross-sectional deformation can trigger entirely new phases, including ones that either eliminate global chirality or significantly complicate the chiral structures. This reveals the significant effect of cylindrical anisotropy. The new helical phases under anisotropic confinement remain chiral and develop hierarchical periodic structures, which are difficult to obtain by simulations but are predicted by our newly developed theory for helical phases in elliptic cylinders. The theory also predicts double oscillated-chain phases without chirality, which perfectly match the simulations. Our work offers fresh insights into understanding packings in anisotropic cylinders, which will help researchers to design new materials and to understand many living systems.",https://arxiv.org/pdf/2606.19082v1
2606.19077v1,Uniqueness of bound states to the logarithmic Schrödinger equation,2026-06-17T13:48:34Z,2026-06-17T13:48:34Z,math.AP,"This paper studies the uniqueness of bound states for the problem Δu + u\log u ^2=0, \quad u\in H^1(\RN), \quad n\geq 2, which arises from the logarithmic Schrödinger equation. We prove that for every integer $k\geq 1$, there exists a unique radial solution $u(r)=u(|x|)$ that has exactly $k$ simple zeros for $r>0$. This resolves an open problem posed by Troy [{Arch. Ration. Mech. Anal.} 222 (2016), 1581--1600] and confirms the Berestycki-Lions conjecture for the logarithmic nonlinearity. The proof combines the shooting method with suitable auxiliary functions introduced by Tang [{Invent. math.} 243 (2026), 245--291]. A major difficulty arises from the singular behavior of the nonlinearity $f(u)=u \log u^2$ at origin. We overcome it by establishing asymptotic convergence and sharp decay rates at infinity for any ground state or bound state. More precisely, every such solution satisfies \lim_{r\to\infty}\frac{ u'(r)}{u(r) \sqrt{\abs{ \log u^2(r)}}}=\lim_{r\to\infty}\frac{u'(r)}{ru(r)} = -1, \quad \limsup_{r\to\infty}|u(r)|e^{(\frac12-ε)r^2}<\infty, ~~\forall ε\in ( 0,\frac{1}{2}). These asymptotic behaviors are of independent interest and may be useful for other problems involving logarithmic nonlinearities.",https://arxiv.org/pdf/2606.19077v1
2606.19075v1,Random Schrödinger operators on manifolds and abstract bounds for multiplier-type operators,2026-06-17T13:45:49Z,2026-06-17T13:45:49Z,math.SP; math.AP; math.FA; math.PR,"We study random Schrödinger operators on closed Riemannian manifolds with Anderson-type potentials. We prove high-probability spectral inclusion bounds showing that eigenvalues remain close to those of the Laplacian, with deviations controlled by a norm of the potential coefficients. Compared with deterministic bounds, this yields a square-root cancellation gain. The proof is based on a general principle showing that randomisation improves operator norm bounds for multiplier-type operators, which we formulate in both discrete and continuous settings.",https://arxiv.org/pdf/2606.19075v1
2606.19074v1,Multiple positive solutions of a quasilinear Schrödinger-Poisson system with concave and convex nonlinearities,2026-06-17T13:45:41Z,2026-06-17T13:45:41Z,math.AP; math.FA,"In this paper, we consider the quasilinear Schrödinger-Poisson system with concave and convex nonlinearities \begin{align*} \begin{cases} -Δ_{p} u+λV(x)|u|^{p-2}u + μφ|u|^{p-2}u= a(x)|u|^{m-2}u + b(x)|u|^{q-2}u & \ \ \ \mathrm{in}\ \mathbb{R}^{3}, -Δφ=|u|^{p} &\ \ \ \mathrm{in}\ \mathbb{R}^{3}, \end{cases} \end{align*} where $λ>0, ~μ>0$, $\frac{3}{2}<p<3$, $1< q<p < m < 2p$ and $Δ_{p} u= \hbox{div}(|\nabla u|^{p-2}\nabla u)$. We assume that $V(x) \in C(\mathbb{R}^{3}, \mathbb{R})$ is a steep potential well, while $a(x)$ and $b(x)$ are allowed to be sign-changing and satisfy some suitable assumptions in $\mathbb{R}^3$. By using the Ekeland's variational principle and combining the constraint approach, we prove that the system admits two positive solutions.",https://arxiv.org/pdf/2606.19074v1
2606.19071v1,Persistent Entropy of Floer Persistence Barcodes,2026-06-17T13:44:04Z,2026-06-17T13:44:04Z,math.SG; math.DS,"Floer persistence barcodes provide a quantitative way to encode action-filtered Floer homology. Inspired by the Shannon entropy of persistence barcodes in topological data analysis, we introduce a Floer-theoretic entropy invariant, called \textit{persistent entropy}, which measures the asymptotic linear growth rate, under iteration, of the Shannon entropy determined by the distribution of finite bar lengths. This is complementary to the barcode entropy of Çineli--Ginzburg--Gürel, which records the exponential growth rate of the number of not-too-short bars. We prove that, for Hamiltonian diffeomorphisms, the relative and absolute persistent entropies coincide with the corresponding barcode entropies. For Liouville domains, we prove general comparison inequalities and a subexponential length-growth criterion which gives equality beyond the case of vanishing symplectic homology. We also compute the persistent entropy of cotangent disk bundles of negatively curved manifolds and relate it to the topological entropy of the geodesic flow. In addition, we prove Hofer-stability estimates for finite-level Shannon entropy and derive flexibility and rigidity-type questions for barcode and persistent entropies of Reeb flows.",https://arxiv.org/pdf/2606.19071v1
2606.19070v1,A Measure-Valued Obstacle Problem for an Obliquely Reflected Diffusion with a Max-Type Payoff,2026-06-17T13:44:01Z,2026-06-17T13:44:01Z,math.AP,"We study an obliquely reflected optimal stopping problem in the nonnegative quadrant with nonsmooth max-type payoff \(G(x)=x_1\veeαx_2\), and we develop a measure-valued potential-theoretic formulation of the associated obstacle problem. The kink of \(G\) on the diagonal \(x_1=αx_2\) produces a singular surface measure in the distributional generator, while the oblique reflection directions generate boundary local-time contributions on the coordinate faces. Together with the absolutely continuous stopping gain, these terms define a total signed stopping measure \(\Gtot\). We derive the corresponding reflected Itô--Tanaka identity, prove a killed-resolvent representation of the value function in the continuation region, and show that the unrestricted reflected resolvent is generally incorrect because the process is not absorbed on the stopping set. The free boundary is formulated through a continuation-side trace condition for the killed potential. Under a vertical monotonicity hypothesis on \(V-G\), the stopping set is shown to have an epigraph form. We finally prove a verification theorem: any admissible epigraph candidate satisfying contact, strict continuation, reflected Neumann compatibility, growth, the trace condition, and measure-superharmonicity coincides with the value function, and its first entry time is optimal.",https://arxiv.org/pdf/2606.19070v1
2606.19060v1,Delayed blow-up by transport noise for the 3D Navier-Stokes equation with Navier-slip boundary conditions,2026-06-17T13:30:33Z,2026-06-17T13:30:33Z,math.AP; math.PR,"We study the vorticity formulation of the 3D Navier-Stokes equation driven by transport noise in a periodic channel with Navier-slip boundary conditions. We consider both non-degenerate transport noise and degenerate tangential transport noise. For any prescribed $T>0$ and $ε>0$, we prove that, by choosing the noise intensity sufficiently large and concentrating the noise on sufficiently high modes, the solution exists up to $T$ with probability at least $1-ε$. A main contribution of this work is to identify and analyze the interaction between enhanced dissipation induced by transport noise and physical boundary effects. The no-flux condition breaks the isotropy of the noise and changes the scaling limit of the Itô-Stratonovich corrector. In the non-degenerate case, a boundary feedback term appears in the limiting effective operator; in the degenerate case, the limiting operator is a nonlocal anisotropic tangential dissipation. The proof is based on a combination of a boundary correction operator, a Meyers-type estimate, a scaling-limit analysis of the Itô-Stratonovich corrector, and resolvent estimates for the deterministic limiting equations.",https://arxiv.org/pdf/2606.19060v1
2606.19059v1,A performance portable fast Ewald summation for Stokes flow,2026-06-17T13:28:38Z,2026-06-17T13:28:38Z,math.NA; cs.DC; physics.comp-ph,"We present GPU algorithms for Ewald summation methods for accelerating N-body Stokes flow problems in periodic domains. Like most N-body codes, Ewald sums use a near-field/far-field decomposition. The near field involves particle-to-particle (P2P) interactions. The far field primarily involves particle-to-grid (P2G) and grid-to-particle (G2P) interactions, as well as Fast Fourier Transforms. For each interaction, we investigate several algorithmic variants. Our implementation uses PyKokkos, a Python interface for the Kokkos C++ parallel programming framework, which supports portability to AMD/NVIDIA GPU and ARM/x86 CPU architectures. Double and single-precision numerical results, alongside analytical performance models, confirm the efficiency of our algorithms on AMD and NVIDIA GPU and on ARM and AMD CPU architectures. The P2P interaction achieves around 73% compute efficiency on NVIDIA H200, 84% on NVIDIA A100, 60% on AMD MI300, 52% on Grace CPU, and 68% on AMD Epyc CPU. A straightforward implementation of the P2G kernel can become a computational bottleneck. We introduce a novel P2G algorithm that achieves up to 16$\times$ speedup compared to a baseline GPU implementation. The overall Ewald sum code processes approximately 8 million particles per second on a H200 GPU, and about a half-million particles per second on a Grace CPU, for nine digits of accuracy. We also perform a multi-GPU weak scaling test on up to 256 million particles (64 GPUs) that shows bounded communication cost for all stages except the all-to-all particle sorting, which can be reduced to neighbor communication in the relevant time-stepping regime.",https://arxiv.org/pdf/2606.19059v1
2606.19054v1,Brave new categorical spectral positive Schubert geometry and the categorical Dual Amplituhedron,2026-06-17T13:24:06Z,2026-06-17T13:24:06Z,math.CT; math.AG; math.CO,"This ArXiv preprint of my doctoral dissertation, which, at this stage, has not yet been accepted by the doctoral thesis committee, is intended both to lay the groundwork for a series of papers, and to confirm the existence of a first proposed solution to the ""Dual Amplituhedron"" problem posed in 2014 by Princeton physicists N. Arkani-Hamed and J. Trnka, a mathematical object which encapsulate the calculation of scattering amplitudes in high-energy particle colliders. The first part of this thesis deals with a rewriting of the positive real Grassmannian and performing the singular gluing of its positroid varieties in a new way via Spectral Algebraic Geometry of J. Lurie on ""structured"" spaces and a categorification of his ""Tannaka Duality for Quasi-coherent Stacks"", finding in this formal moduli problem, a compact yet holistic formulation via perverse intersection complexes of P. Deligne. This algebraico-geometric perspective paired with a synthetic differential-geometric perspective, namely the Differential Cohesion of B. Lawvere and U. Schreiber, subsumes infinitesimal thickenings, crystalline cohomology of De Rham stacks, the ""Modalities of Structured Geometries"" and the unification of their cohomologies of the underlying concrete topological etale algebraic space. The second part uses this rewriting of positive Schubert geometry and ""The Cohomology of Brauer-Grothendieck Spaces"" of B. Toën and B. Antieau, to show that, instead of the Grassmannian spectral Deligne-Mumford stack which is autodual in the infinity-category of prestable infinity-categories of modules on E\infty-ring spectra, the Amplituhedron, categorified in a functor between infinity topoï, possesses a concrete non-trivial dual, and has a De Rham volume, facts of interest for the expected Duality between the Standard Model of particles and String Theory. This new construction yields the Dual Amplituhedron.",https://arxiv.org/pdf/2606.19054v1
2606.19050v1,First-Order Methods for Solving Convex (Strongly) Concave Minimax Problems with Functional Constraints,2026-06-17T13:17:06Z,2026-06-17T13:17:06Z,math.OC,"Minimax problems arise in many applications, including robust learning and Stackelberg models. Most existing methods for minimax problems address unconstrained or projection-friendly settings, while functional constrained minimax problems remain far less explored. We study a class of convex-(strongly-)concave minimax problems with functional constraints. By exploiting strong duality, we incorporate the inner-maximization functional constraints into the objective. This allows us to efficiently obtain inexact gradients of the primal function of the reformulation and to design a proximal augmented Lagrangian method (PALM). Each PALM subproblem is solved by an inexact accelerated proximal gradient scheme to handle inexact gradients arising from approximately solving an auxiliary maximization subproblem. We show that the proposed method returns an $\varepsilon$-KKT point and a primal $\varepsilon$-optimal solution, with $\tilde{\mathcal{O}}(\varepsilon^{-1})$ first-order oracle and iteration complexity in the convex-strongly-concave case. For the convex-concave case, the complexity remains the same for the primal gradient evaluation but increases to $\tilde{\mathcal{O}}(\varepsilon^{-\frac{3}{2}})$ for the dual part.",https://arxiv.org/pdf/2606.19050v1
2606.19045v1,Structure-Preserving Schemes for a Fractional SVIR Epidemic Model with a Hybrid Mittag-Leffler-Caputo-Fabrizio Operator,2026-06-17T13:11:50Z,2026-06-17T13:11:50Z,math.NA; math.DS,"This paper proposes and analyzes a fractional-order SVIR epidemic model based on a hybrid Mittag-Leffler-Caputo-Fabrizio (MLCF) fractional operator with a nonsingular kernel. This model captures short- and long-term memory effects in epidemic transmission dynamics. The positivity and boundedness of the solutions are proven through an integrated formulation of the MLCF operator and a fractional Gronwall inequality. The basic reproduction number $\mathcal{R}_0$, equilibrium points, and their local and global stability properties are rigorously investigated through Jacobian analysis, logarithmic Lyapunov functionals, and a fractional LaSalle invariance principle. To approximate the model, a $θ$-weighted nonstandard finite difference (NSFD) method is developed. This method preserves the continuous system's key qualitative properties, including positivity and boundedness, and is unconditionally stable in the fully implicit case. Consistency and first-order convergence are also proven. Numerical experiments, together with sensitivity and bifurcation analyses, illustrate the impact of fractional memory parameters on epidemic evolution and demonstrate the effectiveness of the proposed approach.",https://arxiv.org/pdf/2606.19045v1
2606.19032v1,Peripheral \texorpdfstring{$Θ$}{Theta}-classes and forbidden partial cube-minors of daisy cubes,2026-06-17T12:58:29Z,2026-06-17T12:58:29Z,math.CO,"Daisy cubes are partial cubes whose vertices can be represented by a down-set of a Boolean lattice. This paper gives a label-free characterization: a finite partial cube is a daisy cube if and only if every Djoković--Winkler $Θ$-class is peripheral. The proof orients each $Θ$-class toward a peripheral halfspace and shows that the resulting $Θ$-coordinate labels are closed downward. The characterization turns recognition into a condition on the halfspace structure and gives an exact obstruction formulation: the minimal forbidden pc-minors for daisy cubes are precisely the pc-minor-minimal partial cubes containing a non-peripheral $Θ$-class. We also give an infinite product family of such obstructions. For all $r\ge 2$ and $s\ge 1$, the graph obtained from $P_3^{\square r}\sq Q_s$ by deleting the two opposite corners is a minimal forbidden partial cube-minor for the class of daisy cubes.",https://arxiv.org/pdf/2606.19032v1
2606.19028v1,Simple gradable $\mathbb{C}\lbrack\mathtt{h}\rbrack$-torsion free $\mathfrak{sl}_2$-modules,2026-06-17T12:56:40Z,2026-06-17T12:56:40Z,math.RT,We give an explicit classification as well as an explicit construction of simple $\mathfrak{sl}_2$-modules that are torsion-free of finite rank with respect to the action of the Cartan subalgebra and which admit a grading by a finite cyclic group corresponding to the rank of the module.,https://arxiv.org/pdf/2606.19028v1
2606.19022v1,On the pre-Schwarzian norm estimate of special close-to-convex harmonic mappings,2026-06-17T12:48:59Z,2026-06-17T12:48:59Z,math.CV,"In this article, we consider a class of close-to-convex harmonic mappings with special analytic part in the unit disk $\mathbb{D}=\{z\in\mathbb{C}:|z|<1\}$ and obtain sharp pre-Schwarzian norm estimate. We study the theory of harmonic Bloch mapping for the considered class. Moreover, we discuss some growth and distortion theorems for analytic and co-analytic parts of such harmonic mappings.",https://arxiv.org/pdf/2606.19022v1
2606.19018v1,Global branches of Stokes waves of variable period on stratified fluids,2026-06-17T12:39:32Z,2026-06-17T12:39:32Z,physics.flu-dyn; math.AP,"We consider stratified steady water waves in a two dimensional channel. Our subject is branches of Stokes waves, bifurcating from laminar flows. We assume that the mass flux and the Bernoulli constant are fixed and consider the period of the wave as a parameter, which can change its value along the branch. A new class of density and Bernoulli functions is presented, for which laminar flows generate global bifurcation branches. The laminar flows are not necessary unidirectional and we show that the bifurcation branch can bifurcate from the laminar flow with arbitrary large period.",https://arxiv.org/pdf/2606.19018v1
2606.19017v1,Completeness for Probabilistic Boolean Tapes,2026-06-17T12:39:15Z,2026-06-17T12:39:15Z,cs.LO; math.CT,"Probabilistic Boolean circuits have recently been proposed as a string-diagrammatic foundation for finite probabilistic programming. In this paper, we present a complete set of axioms for their semantics in terms of Markov kernels. Our approach is based on two intermediate results: completeness for \emph{partial} Boolean circuits and completeness for probabilistic Boolean tapes, a diagrammatic language for rig categories.",https://arxiv.org/pdf/2606.19017v1
2606.19015v1,Pre-Schwarzian norm estimate and characterization of certain harmonic mappings,2026-06-17T12:38:29Z,2026-06-17T12:38:29Z,math.CV,"In this article, we consider certain class of harmonic mappings defined in the unit disk $\mathbb{D}=\{z\in\mathbb{C}: |z|<1\}.$ Then we obtain pre-Schwarzian norm estimate of functions in the class. Next, we show that functions in the considered class are univalent and close-to-convex. Moreover, we discuss some growth and distortion theorems for associated analytic and co-analytic parts of harmonic mappings in the class. At last, we present coefficient estimate for the analytic part.",https://arxiv.org/pdf/2606.19015v1
2606.19014v1,A quantum-like model of political consensus via non self-adjoint Hamiltonians,2026-06-17T12:38:26Z,2026-06-17T12:38:26Z,math-ph; quant-ph,"We discuss here how non self-adjoint Hamiltonians, and their related Heisenberg-like dynamics, can be used to model a political system consisting in a coalition $\C$ of different parties (forming a government) and by their (original) supporters $\Sc$. Our aim is to model how the opinion of these supporters changes depending on the efficiency, competence and coherence of the coalition $\C$, as these are perceived by $\Sc$ during their action while governing. After a rather general introduction we propose three specific models, and we describe and comment the dynamical behaviour of the { full} system, $\Sc\cup\C$. The role of the so-called {\em balanced Hamiltonians}, recently introduced by the authors in connection with integrals of motion, is discussed in details.",https://arxiv.org/pdf/2606.19014v1
2606.19008v1,Explicit constructions for Ramanujan-type congruences,2026-06-17T12:34:13Z,2026-06-17T12:34:13Z,math.NT; math.CO,"For an integer-valued sequence $\{a(n)\}_{n\geq 0}$ and a prime $\ell$, a Ramanujan-type congruence is a relation of the form $a(\ell n-δ_{\ell})\equiv 0\pmod\ell$, where $δ_{\ell}$ is a specific shift. In this paper, we present explicit constructions of modular forms to establish Ramanujan-type congruences for a broad class of generating functions, including eta-quotients, weakly holomorphic modular forms, and mock modular forms. As applications, our explicit approach provides a unified framework to not only recover known congruences but also establish new non-congruence results and explicit congruences for various combinatorial and arithmetic functions.",https://arxiv.org/pdf/2606.19008v1
2606.19006v1,On monomial resonance,2026-06-17T12:32:56Z,2026-06-17T12:32:56Z,math.AC; math.CO,"This note addresses the resonance of monomial subspaces. In the first part, we completely characterize the cases where the Fitting scheme structure of the resonance associated with a monomial subspace is reduced, and we further investigate the primary decomposition of the corresponding Fitting ideal. The second part focuses on non-monomial subspaces having the resonance of a monomial subspace.",https://arxiv.org/pdf/2606.19006v1
2606.19001v1,Linear Hamiltonians in generators of the real Jacobi group on the extended Siegel-Jacobi space and equations of motion attached,2026-06-17T12:28:22Z,2026-06-17T12:28:22Z,math.DG; math-ph,"Using the energy function on the extended Siegel-Jacobi upper half space of order $n$, $\tilde{\mathcal{X}}^J_n$, with $n\in \mathbb{N}$, the equations of motion in the variables $(x,y,q,p,κ)$ attached to linear Hamiltonians in the generators of the real Jacobi group $G^J_n(\mathbb{R})$ are presented, where $x,y$ are symmetric matrices in $\mathcal{M}(n,\mathbb{R})$ and $p,q$ are real $n$-vectors. The case $n=1$ is presented separately.",https://arxiv.org/pdf/2606.19001v1
2606.18999v1,Schneider--Teitelbaum Duality over a Non-spherically Complete Field,2026-06-17T12:25:55Z,2026-06-17T12:25:55Z,math.NT; math.RT,"We formulate Schneider--Teitelbaum duality between wide classes of Banach $k$-linear representations of $G$ and left $O_k[[G]]$-modules for a non-spherically complete field $k$, e.g.\ $\mathbb{C}_p$, and a profinite group $G$. We interpret a topological notion of a weak variant of irreducibility of a Banach $k$-linear representation of $G$ into a purely algebraic notion of a certain simplicity of the dual left $O_k[[G]]$-module. As applications, we give two $p$-adic families of infinite dimensional Banach $\mathbb{C}_p$-linear representations of a $p$-adic Lie group satisfying the weak irreducibility.",https://arxiv.org/pdf/2606.18999v1
2606.18990v1,Quantitative Multi-Modal Optical Coherence Photoacoustic Elastography,2026-06-17T12:12:11Z,2026-06-17T12:12:11Z,physics.med-ph; math.NA,"We present a novel multi-modal optical coherence photoacoustic elastography (OCPE) framework, which combines two imaging modalities, optical coherence tomography (OCT) and photoacoustic tomography (PAT), to enable complementary absorption-scattering measurements for the extraction of quantitative tissue features via quasi-static elastography. For this, we develop a sophisticated hybrid inversion algorithm for merging the complementary information layers contained in both OCT and PAT-based elastography measurements, and perform systematic evaluations to assess the impact of hybrid elastography data on strain and stiffness reconstructions. Studies on a silicone elastomer phantom demonstrate that the combined OCT-PAT approach outperforms single-modality OCT elastography and PAT elastography, yielding higher strain signal-to-noise ratio and improved stiffness estimates. These results establish the advantage of multi-modal complementary imaging and data merging for accurate, high-resolution elastographic strain and stiffness mapping in both scattering and absorbing materials.",https://arxiv.org/pdf/2606.18990v1
2606.18983v1,A finite element-based eigenvalue analysis for predicting thermal runaway in Li-ion battery packs,2026-06-17T12:04:30Z,2026-06-17T12:04:30Z,math-ph,"Thermal runaway remains a critical safety concern in battery systems and other thermally active devices, necessitating reliable methods for predicting the conditions under which thermal runaway may occur. In this work, we develop a finite element framework for assessing thermal stability in systems undergoing transient heat conduction with temperature-dependent internal heat generation. The formulation leads naturally to a generalized eigenvalue problem, wherein the sign of the smallest eigenvalue provides a direct criterion for determining the onset of thermal runaway. This approach enables direct prediction of thermal runaway thresholds in geometrically complicated problems without requiring computationally expensive transient analysis. The proposed methodology is validated through comparison with analytical solutions for a cylindrical Li-ion cell, as well as with a pack of cylindrical cells, demonstrating excellent agreement in both cases. Based on this model, the influence of material properties, boundary conditions, geometric parameters, and spatially varying heat generation on stability limits is examined. A key advantage of this formulation is its effectiveness even for complex geometries where analytical methods become impractical. By providing a systematic and computationally efficient means to identify stability thresholds, the present work offers a practical tool for the thermal design and safety assessment of battery systems.",https://arxiv.org/pdf/2606.18983v1
2606.18980v1,Local Exact Controllability of Landau-Lifshitz-Gilbert Equation,2026-06-17T12:02:32Z,2026-06-17T12:02:32Z,math.AP; math.OC,"We prove a local exact controllability result for controlled Landau--Lifshitz--Gilbert equations on $\mathbb T^2$: if the initial energy is sufficiently small, then for any terminal time $T>0$, there is a localised external magnetic field such that the system can be steered exactly to the terminal value of any nearby uncontrolled trajectory. We first transform the equation to a quasilinear parabolic system on $\mathbb R^2$ by a suitable stereographic chart. Then the Carleman estimate is established for the linearised system through a decomposition adapted to the self-adjoint and skew-adjoint structure of the conjugated adjoint operator. This yields observability and $L^\infty$-null controllability for the linearised system. The nonlinear projected equation is then recovered by a Kakutani fixed-point argument. We also obtain a semi-global controllability result under a hemisphere condition.",https://arxiv.org/pdf/2606.18980v1
2606.18956v1,A Combinatorial Generalization of a Random-Player Game,2026-06-17T11:38:08Z,2026-06-17T11:38:08Z,math.CO,"In a previous note, a two-player game between a random player and a deterministic player was introduced, and it was shown analytically that the winning probability of the deterministic player is the derangement probability dn/n!. The natural question left open was to explain this coincidence combinatorially. This paper gives such an explanation and extends it to a larger family of games. In the generalized game, the deterministic player removes q elements per turn, or all remaining elements if fewer than q remain. We couple the game exactly to the cycle decomposition of a uniformly random permutation. Under this coupling, the random player wins precisely when the first cycle of length at most q, read in canonical cycle order, is a fixed point. The case q = 1 recovers derangements, while the general case is governed by the first short cycle of the permutation.",https://arxiv.org/pdf/2606.18956v1
2606.18942v1,Group Efficient Randomized-Adaptive Designs with Delayed and Missing Responses,2026-06-17T11:22:42Z,2026-06-17T11:22:42Z,math.ST,"Response-adaptive randomization designs have attracted much attention in clinical trials. This paper proposes a new class of response-adaptive design which built on the efficient randomized-adaptive design (ERADE) proposed by Hu, Zhang, and He. The original ERADE uses a discrete allocation probability function and leverages the stopping time theory of stochastic processes to establish asymptotic results. It has been proven that the design can reach the Cramér-Rao lower bound for any target allocation proportion. This study further expands the original framework by replacing the traditional case-by-case sequential enrollment with group recruitment over fixed time intervals(weekly, biweekly, or monthly), and dynamically updates the allocation probabilities based on the cumulative response information within each group. Meanwhile, to better fit practical application scenarios, we further explicitly consider the situations of randomly missing data and response delay. Theoretical analysis shows that the new design retains all the main asymptotic properties of the original ERADE, and still performs well under the conditions of response delay and missing data. Finally, through simulation studies and the redesign of a real-world clinical trial, the effectiveness and practicality of the proposed method are verified.",https://arxiv.org/pdf/2606.18942v1
2606.18938v1,About the Shadowing Theorem for piecewise smooth vector fields with sliding motion,2026-06-17T11:21:34Z,2026-06-17T11:21:34Z,math.DS,"Since every modeling process in real-world situations is subject to errors, the study of the so-called shadowing property becomes highly relevant. This property allows for the identification of true orbits that closely follow a chain of trajectories in which some degree of approximation is introduced at each step. The objective of this paper is to establish a version of the Shadowing Theorem for vector fields governed by ordinary differential equations in the piecewise-smooth setting, where the dynamics alternate between distinct regimes, or on-off stages. First, we present an example showing that such a result can not be obtained under the same hypotheses commonly assumed in the C2 scenario. Consequently, under appropriate assumptions, we prove a Shadowing-like Theorem specifically tailored to this framework. Furthermore, we propose several extensions of the main result aimed at capturing characteristic phenomena intrinsic to piecewise-smooth vector fields - features that do not arise in the C2 setting.",https://arxiv.org/pdf/2606.18938v1
